unlabeled,labeled
micu1,28351
cd74 enst00000524315,8341
kcnip1 enst00000411494,23803
gvqw2,20443
rhag,40361
arpc1b enst00000431816,3600
tctn3 enst00000265993,48339
ccnj enst00000265992,7971
shbg enst00000576728,43429
chd3 enst00000358181,9423
rfx1,40210
tmem205 enst00000593256,49573
krt12,24831
dmkn enst00000392206,13550
cxcr4 enst00000241393,12024
spopl,46199
cacnb4 enst00000637514,6775
trak2,50696
rpl35a enst00000647248,41240
ip6k1,23022
spag11b enst00000359758,45829
cntrl enst00000373847,10521
idnk enst00000376417,22115
al672043.1,1913
sfmbt2,43150
znf45,55342
smarcad1 enst00000509418,45095
nfix enst00000358552,31163
kir3dl2,24447
ptpn1 enst00000541713,38533
ybey enst00000339195,53892
zdhhc23,54302
edem1,14563
zgrf1 enst00000445203,54533
maea enst00000264750,26685
spp1 enst00000237623,46202
slc30a5 enst00000380860,44324
cchcr1 enst00000451521,7821
orc3 enst00000546266,33620
vipr2,53034
trpm3,51174
adgrg2 enst00000356606,1239
arid1a enst00000457599,3390
adgrb2,1179
ccdc17 enst00000421127,7577
tbata enst00000299290,47886
tsku enst00000612930,51359
rnase13,40647
casc4 enst00000345795,7181
polr2m enst00000464277,36776
tsacc enst00000466306,51250
fcrl6,17218
defb121,12973
immt enst00000620815,22798
mreg enst00000263268,28976
plk5 enst00000642079,36324
znf28 enst00000339844,55008
c11orf1,5679
ltbp3 enst00000322147,26400
mrpl11,29045
cep295 enst00000531700,9056
prb3,37454
mlf2 enst00000539187,28531
prmt5 enst00000216350,37749
fam173a enst00000219535,16455
msln,29389
rapgef4 enst00000409036,39440
hkr1 enst00000591134,21219
usp37 enst00000418019,52720
tox2 enst00000372999,50373
krtap13-1,24934
mbnl1 enst00000485509,27500
adgrl3 enst00000506746,1278
lama4 enst00000424408,25125
aig1 enst00000629020,1657
zcwpw1,54263
iqsec2 enst00000396435,23131
cited1 enst00000431381,9776
magea2,26721
arhgdia enst00000541078,3276
galnt14 enst00000349752,18481
znf35 enst00000399560,55160
mcm8 enst00000610722,27632
rbm12b enst00000627241,39701
stil enst00000360380,46859
tnfrsf18 enst00000379265,50081
zdhhc6 enst00000369404,54318
otog enst00000399397,33774
pamr1,34118
hmgb1 enst00000399494,21326
pole2 enst00000553805,36673
zc3h14 enst00000302216,54190
mark3 enst00000416682,27326
ccdc137,7513
znf626 enst00000291750,55747
dmkn enst00000488892,13568
znf780a enst00000414720,56046
c2orf80,6241
cep250 enst00000397524,9050
hormad2 enst00000403975,21552
ac004832.3,358
gpr156,19746
brpf1 enst00000433861,5460
elf2 enst00000379549,15028
nkx2-5 enst00000424406,31384
fgfr4,17445
med27 enst00000357028,27859
rgs22 enst00000523287,40307
cacna1f,6667
aifm1 enst00000460436,1644
fcgr2c,17162
oscp1,33723
c8b,6438
sh3glb1 enst00000370558,43371
ccdc179,7597
art5 enst00000359918,3692
sdhaf2 enst00000542074,42475
rnf121,40723
zscan26 enst00000421553,56313
psmc3ip enst00000253789,38213
rax2 enst00000555978,39624
cmtm1 enst00000336328,10271
spaca3,45802
samd14,41989
ankrd12,2415
ppan enst00000393793,36940
psg4 enst00000244295,38117
phldb3,35547
mfn2 enst00000444836,28163
usp21 enst00000368001,52675
abi1 enst00000376166,272
gpx4,19904
pex1,35170
cyp3a43 enst00000444905,12272
nrg1,32088
ifitm2,22189
dpf2,13966
slc41a2,44565
sdr9c7,42507
b4galnt1 enst00000418555,4571
csrp1 enst00000526256,11578
atp6v0b enst00000472174,4286
park7,34215
minpp1 enst00000536010,28443
c11orf80 enst00000642265,5729
st5 enst00000534278,46663
camk1d enst00000378845,6920
p2rx4 enst00000543171,33882
mt1e,29442
tgif1 enst00000401449,48700
znf254 enst00000616028,54956
fkrp enst00000391909,17605
ube2s enst00000589978,52123
znf776,56038
nckap1 enst00000361354,30547
apob,2922
vit enst00000401530,53043
dync2li1 enst00000260605,14353
dcstamp enst00000622554,12665
lins1 enst00000561308,25757
lin28a,25726
ldlrad1,25401
rab40a,39064
cyp7a1,12317
fblim1,16925
adipor1 enst00000367254,1321
coa6 enst00000619305,10542
sirt1 enst00000406900,43643
kcnma1 enst00000638306,23919
or8b8,33554
npff,31775
apopt1 enst00000473127,2998
ttll13p,51641
anapc11 enst00000582222,2274
tmco4,49250
tbc1d17,47914
ropn1 enst00000479867,41007
pex5l enst00000472994,35215
ahsg enst00000273784,1626
apbb2 enst00000504305,2855
ankrd7,2552
vopp1 enst00000625836,53091
arl4a enst00000396664,3474
dennd1a enst00000373618,13002
uprt enst00000373379,52515
ct45a1,11619
ube2c enst00000335046,52030
dck,12612
swt1,47359
crabp2,11146
smarcad1,45092
myoz3 enst00000615557,30095
stx7,47101
syne1 enst00000539504,47437
hist1h2bc,21124
wdr60,53484
pdgfa,34937
sema3e enst00000307792,42713
gnb2 enst00000419828,19358
dennd3 enst00000424248,13020
fgl1,17461
diaph2,13293
traf3ip3,50667
wls enst00000370976,53637
crem enst00000374721,11235
mms19 enst00000327238,28663
kpna3,24781
entpd5 enst00000556242,15368
fcf1,17148
mvp enst00000629059,29762
kctd19,24055
pgap3,35329
sec31a enst00000348405,42587
ing2,22844
sf3b6,43143
tm7sf2,49168
atf7 enst00000548118,3987
msrb3 enst00000642404,29422
ube2n enst00000549833,52111
metap2 enst00000546753,28036
spart,45876
tmem51 enst00000400796,49785
trim46 enst00000392451,50924
sprr4,46236
tsen15 enst00000423085,51310
kcnh6 enst00000314672,23790
tsen15 enst00000647437,51313
or8h2 enst00000313503,33571
hhipl1 enst00000357223,21020
rab11a enst00000564910,38932
islr enst00000395118,23246
kdm8,24147
ino80c enst00000586489,22881
fxyd1 enst00000588607,18173
cox7a1 enst00000437291,10953
znf546 enst00000596894,55512
galnt13,18478
xirp2 enst00000295237,53796
tmem218,49601
sytl4 enst00000276141,47598
exoc7,16013
syt5 enst00000537500,47561
znf446,55335
cacnb4 enst00000637284,6772
banf2 enst00000246090,4694
gnas enst00000371085,19339
rpl22l1 enst00000463836,41164
itih4,23374
arhgef3 enst00000495373,3333
rwdd4 enst00000512740,41826
spink13,46119
cyfip2 enst00000435847,12152
pdcd2 enst00000614056,34795
tinag enst00000370864,48983
zmiz2 enst00000265346,54598
dlx6,13503
trhr,50811
glis3 enst00000645097,19161
c1orf158,6032
trappc3 enst00000616074,50739
btrc enst00000393441,5619
cdh23 enst00000398842,8568
rnls enst00000371947,40954
usp47 enst00000339865,52756
gp6,19585
mknk2 enst00000309340,28492
tmub2 enst00000589184,50014
dnah9,13673
rif1 enst00000430328,40495
ypel5 enst00000379519,53965
vsx1 enst00000444511,53256
krbox1 enst00000426937,24805
scamp1,42153
fastkd3,16893
fam229b,16628
dennd2a enst00000492720,13011
cenpl,8964
rab29 enst00000414729,38998
tmem200b enst00000521452,49555
nlrp7 enst00000590030,31477
ptger3 enst00000306666,38387
rnf121 enst00000533380,40726
ube2g1,52078
tnpo2 enst00000450764,50232
srrm1 enst00000447431,46420
ak2 enst00000467905,1688
otub1 enst00000428192,33790
fam124a,16303
ckmt1a enst00000626814,9814
nox5 enst00000530406,31730
rnf166 enst00000541206,40797
mrpl43 enst00000370234,29129
uevld enst00000543987,52301
rp2,41037
nrn1 enst00000616243,32133
rhog enst00000396978,40439
vps33a enst00000643696,53147
ac073610.3,463
cln5 enst00000377453,10123
ttc23 enst00000394135,51534
psmd7 enst00000568615,38258
wwox enst00000355860,53746
wdr7,53497
znf177 enst00000589262,54780
adig,1316
cenpm,8967
prr5-arhgap8 enst00000352766,37922
senp7 enst00000394094,42789
ascc3 enst00000369143,3804
znf713,55934
stom enst00000347359,46960
mad1l1 enst00000399654,26655
ptprd enst00000356435,38626
pin4 enst00000423432,35827
fmr1 enst00000621987,17724
rusc1,41802
gpr161 enst00000367836,19755
lpgat1,25972
timm8a enst00000644112,48960
dennd4c,13028
plekha2 enst00000521746,36188
clspn enst00000520551,10183
ank3 enst00000486349,2355
ndufb8 enst00000370320,30772
rbm4b enst00000531969,39796
dhcr7 enst00000407721,13177
spcs2,45989
dao enst00000551281,12417
setd1b enst00000619791,43065
ddx47,12884
nell2 enst00000395487,30971
cacna1c,6627
selp,42684
diaph3,13298
map2k5,26945
taok2 enst00000543033,47786
tbx6 enst00000553607,48099
plekhg4 enst00000379344,36241
phospho1 enst00000310544,35554
trim54,50948
btnl8 enst00000511704,5612
setd9,43091
march6 enst00000503788,27287
csnk2b enst00000375866,11560
podxl,36619
ndrg2 enst00000397851,30649
efr3a,14726
ermap enst00000372514,15730
cdhr1,8600
cdc6,8492
mapt enst00000334239,27255
cabyr enst00000415309,6596
zfp36 enst00000594045,54425
rtp5,41735
thada,48741
samsn1,42026
kcnh8,23798
htt,21965
mrpl1,29041
hpgds,21654
etf1,15853
gabrb2 enst00000393959,18349
mef2c enst00000514015,27904
cep57l1 enst00000523787,9084
wwp1,53754
rabepk enst00000628863,39140
sgsm1 enst00000400358,43290
asic5,3841
cldn22,9919
nr3c1 enst00000394464,32008
trappc13 enst00000505553,50719
kiaa0753,24218
slc7a7 enst00000555702,44834
rnase2,40648
cabp1 enst00000453000,6582
pga4,35296
ap000721.1,2698
ap000812.5 enst00000439209,2706
mtrf1,29613
emp2 enst00000536829,15246
cfap52,9236
grap,19948
mettl23 enst00000588822,28080
cndp2 enst00000579847,10326
shld1,43475
c22orf39 enst00000542103,6185
acadm enst00000370841,607
tmem108 enst00000515826,49317
dusp22 enst00000603453,14267
pudp enst00000412827,38729
itpkb enst00000272117,23402
trit1,51053
epc1 enst00000319778,15456
cdh23 enst00000619887,8571
rbm7 enst00000540163,39805
wt1,53723
slc25a45 enst00000527174,44178
mbnl1 enst00000493459,27503
trpt1,51211
fam161b,16418
chst6,9656
ccdc154 enst00000409671,7552
spg7 enst00000645897,46064
cables1 enst00000420687,6577
cables1,6575
pign enst00000357637,35676
leng1,25451
slc35b2 enst00000537814,44394
cd109 enst00000437994,8085
ogdh enst00000439616,32772
flna enst00000360319,17631
rbm38,39751
vgll4 enst00000638314,53010
znf621,55735
higd1a enst00000430190,21059
ac098582.1,503
arhgap26 enst00000475287,3200
ulbp3,52394
opn5 enst00000489301,32900
snai2,45361
dnm1 enst00000634267,13827
lyst enst00000389794,26591
layn enst00000533265,25257
il32 enst00000548652,22672
znf200 enst00000396871,54841
gpalpp1 enst00000357537,19593
dcn enst00000550099,12648
dlk2 enst00000372488,13485
smim8 enst00000608525,45271
fam163b enst00000496132,16425
ndor1 enst00000344894,30630
slc1a1,43947
begain enst00000355173,5019
zfand6,54380
kat7 enst00000424009,23648
hoxb3 enst00000311626,21579
tom1l1 enst00000572405,50303
znf383,55185
gskip,20198
znf667 enst00000629654,55813
sel1l2,42628
npl enst00000367553,31837
parp1 enst00000366792,34232
celf2 enst00000631460,8904
or5b2,33416
ppp1cc enst00000550991,37140
znf84,56165
rab5b enst00000553116,39094
il22,22616
slc2a14 enst00000431042,44293
sh2d1a enst00000477673,43310
dner,13813
pcdha2 enst00000378132,34550
dbf4b,12493
nkrf enst00000371527,31369
gstm5 enst00000369812,20262
nxf2,32590
st20 enst00000485386,46588
pla2g15 enst00000413021,36014
c16orf70,5866
spire2 enst00000393062,46154
fxr2,18168
socs7 enst00000613678,45644
ilf3 enst00000407004,22765
polrmt,36802
ac008982.1,389
znf780a enst00000340963,56045
lap3 enst00000618908,25186
elovl7 enst00000425382,15140
tbxas1 enst00000458722,48110
col14a1 enst00000309791,10612
fbxo16 enst00000346498,17025
asph,3875
arhgef6 enst00000370622,3356
sept6 enst00000394610,42839
brcc3 enst00000330045,5387
ssx3 enst00000612497,46574
mfsd14c enst00000375223,28195
eya1 enst00000644427,16070
blcap,5170
lor,25929
ubxn11 enst00000374221,52248
cckbr enst00000525014,7828
ccdc90b enst00000529611,7803
tjp1,49015
synm enst00000328642,47490
sult1a1 enst00000314752,47193
nae1 enst00000290810,30253
ankrd11 enst00000378330,2402
sh2d3a enst00000437152,43316
tpgs1,50501
itsn2 enst00000406921,23443
camkmt enst00000402247,6972
ky enst00000503669,25051
trappc11,50711
sel1l3 enst00000502949,42633
parm1,34224
arl15 enst00000502271,3441
sgk1,43245
ndufb2 enst00000476470,30755
snx8,45618
aard,53
ttll4 enst00000442769,51650
ptprg,38640
gtpbp8,20375
bbx enst00000406780,4787
galnt17 enst00000618959,18490
sema7a enst00000542748,42768
ubb enst00000614404,52015
fdxr enst00000583917,17271
chst9 enst00000580774,9663
srd5a2,46329
npm2 enst00000621538,31856
mybl1 enst00000517885,29815
fnbp1 enst00000420781,17741
asb6 enst00000277459,3777
gpr173,19767
gage2e,18431
lemd1 enst00000391936,25444
p4ha1 enst00000394890,33925
adk,1324
mrpl43 enst00000370241,29131
tspan31 enst00000547472,51413
mthfd1,29533
ifi27 enst00000620396,22154
adssl1 enst00000556623,1400
ehhadh enst00000456310,14803
ostn enst00000445281,33760
myo10 enst00000274203,29979
cxcl3,12012
stath,46812
tmf1,49901
cyp4f22 enst00000601005,12306
znf525 enst00000593918,55468
tnnt1,50193
runx1,41772
xbp1 enst00000403532,53778
gyg1 enst00000296048,20451
vps8 enst00000424463,53203
tcaim enst00000383746,48128
dag1 enst00000538711,12403
trim2,50848
cyp2u1 enst00000508453,12259
klhl2 enst00000538127,24589
aoc1,2683
tnc enst00000537320,50030
ppp1r3f enst00000466508,37228
cited1 enst00000373619,9775
wdr35,53424
calm2 enst00000409563,6887
nrxn1 enst00000405581,32168
cmpk2 enst00000404168,10264
slc5a1,44705
mgll enst00000398101,28273
scap enst00000545718,42170
bag6 enst00000375976,4661
gypb enst00000513128,20475
zfyve28 enst00000511071,54515
slc25a2,44107
rhoh enst00000622175,40451
rassf6 enst00000307439,39600
arsi enst00000515301,3682
sec61g enst00000450622,42613
asl enst00000395332,3847
uxt enst00000333119,52848
nbpf4 enst00000613157,30465
lmna enst00000368297,25847
ca6 enst00000480186,6550
brdt enst00000370389,5421
inpp5f enst00000369081,22918
stox2,46987
glud1,19225
grin2b,20072
cacna1c enst00000616390,6650
rnaseh2b enst00000643159,40675
efs enst00000429593,14735
frmd6 enst00000553556,18000
ccdc190 enst00000367911,7620
tardbp enst00000629725,47813
cpne6 enst00000397016,11061
samd4a enst00000554335,42001
aco2 enst00000396512,699
frmd8 enst00000355991,18006
nmnat2 enst00000294868,31541
palld enst00000507735,34092
gne enst00000539208,19373
ankra2,2397
c6orf136 enst00000376473,6376
ptk2 enst00000430260,38453
csag2,11412
fhl1 enst00000394153,17489
znf268 enst00000416488,54984
caprin2 enst00000395805,7087
dglucy enst00000519019,13164
ckmt1a,9812
myo5a,30036
mefv enst00000536379,27922
yy1ap1 enst00000368340,54019
rbfox1 enst00000311745,39662
znf283,55023
fpr1 enst00000304748,17953
hoxd11,21610
kcns1,24001
grik1,20039
veph1 enst00000392833,52988
oxsr1,33864
ostc enst00000361564,33755
armc12 enst00000373869,3518
samd12 enst00000409003,41982
rps20 enst00000524349,41402
c19orf12 enst00000392276,5946
sprr2g,46233
cyp3a43 enst00000312017,12267
snapc3 enst00000610884,45390
kcna2 enst00000638616,23704
slc19a2 enst00000367804,43940
tex35 enst00000367642,48566
raver2,39619
akr1e2 enst00000345253,1813
zdhhc5,54315
ap2a2,2751
emp1 enst00000537612,15243
pmel enst00000548493,36436
or2ap1,33111
kctd4,24063
ccdc70,7728
tial1,48894
cyp26a1 enst00000371531,12217
pgap2 enst00000464261,35320
mnat1 enst00000539616,28671
gsc,20159
cct6b enst00000436961,8067
arrdc5,3662
nup62 enst00000422090,32525
cobll1 enst00000375458,10554
ola1 enst00000409546,32814
wnt6,53677
rpusd3 enst00000424438,41537
znf80,56097
rnf185 enst00000266252,40829
nck2,30542
dlc1 enst00000511869,13412
ptk2,38451
astn2,3916
fgd3 enst00000337352,17334
eda enst00000616899,14546
nsdhl enst00000440023,32216
ralgds,39324
dhfr2,13191
rnf130 enst00000261947,40740
hipk2 enst00000428878,21093
adam17 enst00000497134,985
rsbn1 enst00000612242,41607
camk2n1,6953
gsto1,20264
st5 enst00000526757,46660
n4bp2l2 enst00000357505,30144
lysmd2 enst00000454181,26579
doc2a enst00000564944,13875
cacna1h enst00000565831,6698
cenpt enst00000626059,8996
mbp enst00000397866,27531
supt5h enst00000432763,47289
yy1ap1 enst00000347088,54014
c4b enst00000425700,6299
rbp1 enst00000483943,39854
fnip2,17774
pacrg enst00000611387,33979
gsdme enst00000409775,20175
eln enst00000458204,15095
fam78a enst00000372269,16752
kcnt1 enst00000486577,24009
ddx3x enst00000646107,12860
cask enst00000646120,7197
klrf1 enst00000354855,24723
or4e2 enst00000408935,33258
dhrs4l2 enst00000543805,13226
togaram1 enst00000361577,50285
cers3 enst00000394113,9159
csnk1g1 enst00000561349,11521
armcx3,3557
guca2a,20393
lhx8,25599
brdt enst00000394530,5422
pfkp,35273
abcb9 enst00000540285,138
fgd4 enst00000472289,17338
tp53bp1 enst00000263801,50403
irf8,23197
s100z enst00000513010,41910
dok3 enst00000377112,13921
ftmt,18090
zbtb20 enst00000464560,54090
tmco6 enst00000394671,49256
enpp5 enst00000230565,15339
rbm28 enst00000415472,39742
anxa1 enst00000257497,2641
ranbp6,39380
hccs enst00000380762,20715
fam122c enst00000645433,16300
fmr1 enst00000334557,17715
mutyh enst00000488731,29742
zranb2 enst00000611683,56269
mcoln3 enst00000341115,27646
c4orf33,6312
cd3d enst00000529594,8247
hnf1b enst00000620125,21398
ctif enst00000256413,11731
cdh19 enst00000540086,8555
cacna1a enst00000636012,6612
psenen enst00000591949,38102
pvr enst00000406449,38777
ceacam20 enst00000620096,8845
znf613 enst00000391794,55708
csnk2a1 enst00000644003,11544
scaf4,42145
thoc5 enst00000397872,48824
pphln1 enst00000449194,37028
cryba1,11362
cpeb4 enst00000517880,11018
atp2c1 enst00000504381,4176
emx1,15258
mad1l1 enst00000265854,26654
c7orf43 enst00000457641,6425
adra1a enst00000354550,1375
dctn3,12682
pnck enst00000370145,36511
pld1 enst00000331659,36154
map6d1,27058
plekhg4b enst00000637938,36245
ly86,26496
dop1a enst00000369739,13943
bbs9,4780
dock7 enst00000454575,13900
naalad2 enst00000525171,30210
slain1 enst00000351546,43732
stmn1 enst00000399728,46942
catspere,7303
gzmb,20488
psmc6 enst00000612399,38224
bloc1s6 enst00000220531,5203
fbn3,16952
or7g2 enst00000641081,33543
synrg,47511
st6galnac2,46673
wdr88 enst00000592765,53541
lsr enst00000354900,26355
atf2 enst00000392544,3963
ndufs1 enst00000457011,30799
bid enst00000399774,5121
bod1,5290
nadk2 enst00000514504,30248
pde4d enst00000546160,34872
cdk7 enst00000514676,8714
nat1 enst00000520546,30344
pllp enst00000569059,36326
fam214b enst00000605244,16577
hsfy1 enst00000382856,21822
slk enst00000335753,44991
or8d4,33560
or52m1,33370
elp4 enst00000638347,15158
cks1b,9821
slit1 enst00000371070,44968
muc15 enst00000455601,29692
kdm6b,24144
tmem106a enst00000541594,49296
cbwd1 enst00000382447,7382
mzb1,30126
klhl36,24627
tcf4 enst00000643689,48240
fgd4,17336
sdr39u1 enst00000555365,42504
rpl10l,41111
smagp enst00000605627,45045
wdhd1 enst00000420358,53375
csnk1g1 enst00000635142,11526
idh3a,22097
telo2,48447
ccdc113 enst00000443128,7474
tk2 enst00000525974,49038
pdxdc1 enst00000627450,35060
cd22 enst00000341773,8161
ttyh1 enst00000301194,51682
lilrb1 enst00000396315,25642
gorasp2,19542
ppil3,37065
pid1,35629
bcl11a enst00000358510,4862
trpm2,51169
prmt2 enst00000334494,37738
rimbp3,40506
inpp5j enst00000405300,22926
kiaa1549l enst00000265654,24283
mpped2,28917
crtc2 enst00000368630,11338
lcn2,25321
tjp3 enst00000539908,49028
znf540,55492
leutx,25485
cd37 enst00000426897,8241
znf415 enst00000597503,55250
zim2 enst00000601070,54566
greb1 enst00000234142,19983
fam84a enst00000331243,16772
ggtlc1 enst00000278765,18929
ctcfl,11688
odf3b,32750
stx8 enst00000574431,47104
hspbap1,21882
sumf1 enst00000405420,47222
cldnd1,9942
slc7a11,44810
rbm47 enst00000295971,39787
thap6 enst00000507885,48769
acox3 enst00000413009,732
lats1 enst00000253339,25248
ipcef1,23040
nqo2,31919
cbll1,7352
znf395 enst00000523095,55210
slc2a2,44299
aipl1,1667
znf853,56194
asns enst00000394309,3859
zbtb7c enst00000535628,54156
dnm2 enst00000359692,13838
znf586 enst00000391702,55645
nr2c2 enst00000323373,31984
rbp1 enst00000492918,39855
hist1h2bd enst00000377777,21127
prss3,37991
tmem164,49451
pramef1,37419
fam189b enst00000350210,16509
acbd6 enst00000367595,647
nbpf3 enst00000619554,30463
agt,1562
ca6,6547
enkur enst00000615958,15297
abi1 enst00000376170,273
slc37a4 enst00000538950,44465
or51f1 enst00000624103,33323
alkbh3,2076
rpl34 enst00000394665,41231
rnf150 enst00000420921,40781
tnip2 enst00000503235,50156
ssh2 enst00000590153,46508
specc1 enst00000395527,46020
rora,41023
oxa1l enst00000412791,33836
usp39 enst00000613444,52729
arpp21 enst00000428373,3637
prmt9,37760
tlr1 enst00000502213,49110
nit1 enst00000392190,31325
phc2 enst00000431992,35433
sirt1 enst00000432464,43644
tns2 enst00000314250,50265
ppp1r12a enst00000550107,37153
poc1b-galnt4 enst00000547474,36604
depdc4,13043
slc35a4 enst00000612662,44386
map3k9 enst00000554146,27024
psmc4 enst00000455878,38217
fam71e2,16723
depdc5 enst00000433147,13050
pfn2 enst00000489155,35286
mbnl1 enst00000463374,27498
ppme1 enst00000328257,37125
slco2b1,44917
anapc7,2303
eps8 enst00000646123,15577
arntl2 enst00000311001,3591
amigo2 enst00000429635,2179
hsd11b1l enst00000577917,21755
mbd5 enst00000642680,27482
frk,17976
znrd1 enst00000359374,56237
ache enst00000412389,670
loxl2,25941
ciz1 enst00000372948,9787
prune2 enst00000428286,38050
xage1b enst00000518075,53770
vtcn1 enst00000328189,53263
atp2b4 enst00000341360,4169
hp1bp3 enst00000375003,21633
mmp10,28620
or10a4,32939
tgm5,48722
lyrm9 enst00000460380,26573
usf2 enst00000379134,52585
il1rn enst00000409052,22600
cflar enst00000494258,9330
spast,45880
pcnt,34714
tmem121b,49340
stxbp5l enst00000471454,47128
grip2 enst00000621039,20083
foxl2nb,17869
mogat3 enst00000440203,28738
slc22a7 enst00000372574,44047
slc22a16,44013
psmd6,38252
muc22,29705
ddc enst00000431062,12740
fdft1 enst00000528643,17246
chrac1 enst00000519533,9570
irak1,23141
taf13,47691
mybph,29836
ifnlr1 enst00000374418,22239
mutyh enst00000354383,29734
ets1 enst00000531611,15892
mrpl49 enst00000534078,29150
bclaf1 enst00000530767,4950
dennd5b,13032
lcp1,25341
golga8b enst00000438958,19497
slc39a6 enst00000590986,44538
katnal2,23661
znf823,56135
siglec9 enst00000250360,43576
snrnp200,45442
dnpep,13864
rtl10,41688
clcn2 enst00000457512,9864
eif4b enst00000262056,14922
abcb1,104
zscan18,56287
mxra7 enst00000588114,29786
prph,37832
wnt10b enst00000407467,53658
arf3,3099
cacna1c enst00000399595,6632
numb enst00000554546,32477
knstrn enst00000416151,24771
vangl1 enst00000369509,52872
gramd1b enst00000640939,19932
rcor2,39962
slc29a2 enst00000546034,44269
mre11,28970
usp44 enst00000537435,52745
hddc3 enst00000330334,20813
dnah2 enst00000389173,13661
ctdnep1,11704
kctd15 enst00000589786,24047
wdr62,53488
dedd2 enst00000596251,12931
psg1,38103
fcar enst00000359272,17135
ccdc14 enst00000485727,7520
prss48 enst00000441586,38016
tbc1d10c enst00000312390,47896
rtn3 enst00000354497,41711
rdx enst00000528498,40000
smyd2,45353
ppp1r3b,37221
pdp1,35022
runx1t1,41777
l1cam enst00000361981,25064
cox5a enst00000568783,10932
snx29,45598
tmem106a,49294
tac4 enst00000352793,47638
stxbp4,47119
mfsd11 enst00000621483,28185
rac3,39192
lrpap1,26077
tgif2 enst00000373872,48710
drd3 enst00000295881,14078
iqcj enst00000397832,23102
ociad2 enst00000273860,32710
lect2 enst00000514447,25421
arhgap26 enst00000642734,3201
nr2f1 enst00000647447,32000
tfap2b,48602
usp27x,52685
or6k6,33504
serinc3 enst00000255175,42917
csnk1g2,11527
hspa9,21864
esr1 enst00000427531,15796
akt1 enst00000407796,1821
krt40 enst00000398486,24871
epor enst00000592375,15552
xirp2 enst00000628543,53801
itga6 enst00000264107,23299
sec23b enst00000643747,42571
ggtlc3,18935
ccr3 enst00000357422,8016
foxp1 enst00000622151,17902
robo2 enst00000614793,40986
rnf150 enst00000507500,40782
c4orf47,6319
cdkn1a enst00000244741,8738
grb10 enst00000335866,19958
timm17b enst00000376582,48943
trim11,50825
znf365 enst00000395251,55171
sdsl,42509
rep15,40081
tspan11 enst00000545802,51379
ebpl enst00000378270,14480
pigh enst00000560722,35667
atp7b enst00000634844,4353
dcp1b enst00000540622,12655
ppp1r12a enst00000546369,37152
znf277 enst00000421043,55005
magi2 enst00000628781,26807
dnm3 enst00000355305,13842
sf3a1,43131
senp7 enst00000394085,42787
hr enst00000312841,21690
msra enst00000521209,29410
phyhd1 enst00000372592,35586
kank1 enst00000382297,23598
nutf2 enst00000568396,32557
zscan30 enst00000592278,56324
sbsn enst00000518157,42134
lman2l enst00000264963,25820
sulf2,47189
acsl1 enst00000454703,786
lin54 enst00000506560,25736
ddah2 enst00000375792,12731
mea1 enst00000643776,27766
tpm3,50544
tex52,48587
eno2 enst00000538763,15303
lgr5 enst00000536515,25559
gca enst00000429691,18675
tmem266,49724
haus4 enst00000555367,20657
supt16h enst00000555943,47271
or8d4 enst00000321355,33561
tub enst00000534099,51692
trpc6 enst00000360497,51159
rnd1,40703
dcaf11 enst00000396941,12544
atp1a3 enst00000543770,4124
dnajc16 enst00000375838,13739
agl enst00000370163,1521
actr1a,882
prdx5 enst00000352435,37520
pfdn5 enst00000351500,35234
coch enst00000216361,10557
pkmyt1 enst00000573944,35983
lat enst00000360872,25237
nlrp1 enst00000572272,31436
itgb3 enst00000571680,23343
c19orf25,5953
rbm39 enst00000397370,39756
wfdc2 enst00000217425,53584
app enst00000359726,3008
rasgef1c enst00000522500,39535
vnn3 enst00000414302,53075
mpig6b enst00000375805,28866
tut4,51791
maco1,26645
odr4 enst00000419367,32762
kirrel1 enst00000360089,24452
pip5k1c enst00000539785,35858
hoxd3 enst00000249440,21615
pxk enst00000302779,38797
foxp1,17892
agbl4 enst00000371838,1494
shoc2,43494
anapc16 enst00000299381,2294
b3gat3 enst00000531383,4549
tm7sf2 enst00000345348,49169
ac073111.5 enst00000641717,460
gas2l3 enst00000537247,18581
zfp90 enst00000611381,54459
tubd1 enst00000592426,51749
taf4b,47710
cdk16,8661
fam9c,16813
nup62cl,32528
olfm3 enst00000370103,32828
tnn enst00000621086,50175
rnf2 enst00000367509,40840
ptp4a2 enst00000626355,38501
st7l enst00000369666,46699
zfp36l1,54426
c19orf57 enst00000586783,5978
calb1,6835
rpgr,41076
emd enst00000369835,15210
glb1l2,19107
apbb1 enst00000609331,2846
lalba,25111
acvr1b enst00000257963,912
ptprq,38674
arpp19 enst00000568196,3628
cdipt enst00000563415,8621
rhbdl1 enst00000219551,40378
cdrt1 enst00000630868,8795
ppp1r9b,37249
epb41l3,15436
kctd1,24029
timm50,48954
p2rx2 enst00000542301,33876
tmbim4 enst00000535812,49192
gnptab enst00000549165,19437
lig4 enst00000614526,25628
tuba3c enst00000618094,51703
st8sia2 enst00000539113,46706
cln3 enst00000567963,10116
nme2 enst00000393183,31502
strada enst00000638888,47026
cln8 enst00000637156,10137
tmem70,49830
letm2,25474
abcb4 enst00000453593,112
ac008162.2,375
chrdl1 enst00000372045,9575
sqstm1 enst00000626660,46316
sqstm1 enst00000360718,46314
hist1h3b,21144
hist1h3e enst00000614911,21148
bloc1s5 enst00000543936,5201
ttyh2 enst00000441391,51685
shd enst00000599689,43444
